2025-09-11 02:07:41,646 | INFO     | __main__                       | Gemini Thinking Experiment started. Log file: logs/gemini_thinking_experiment_20250911_020741_mock.log
2025-09-11 02:07:41,646 | INFO     | __main__                       | 🎭 MOCK MODE ENABLED - All LLM responses will be simulated
2025-09-11 02:07:41,646 | INFO     | __main__                       | 💡 No API calls will be made, no costs will be incurred
2025-09-11 02:07:41,646 | INFO     | __main__                       | 🧠 Gemini Thinking LLM Game Theory Experiment Framework
2025-09-11 02:07:41,646 | INFO     | __main__                       | 📊 Loading configuration and validating setup...
2025-09-11 02:07:41,646 | INFO     | config                         | Testing GameConfig creation...
2025-09-11 02:07:41,646 | INFO     | config                         | Configuration validation passed
2025-09-11 02:07:41,646 | INFO     | config                         | Testing GameConfig creation...
2025-09-11 02:07:41,646 | INFO     | config                         | Configuration validation passed
2025-09-11 02:07:41,646 | INFO     | __main__                       | ✅ System setup validation passed
2025-09-11 02:07:41,646 | INFO     | __main__                       | ✅ Skipping API tests in mock mode
2025-09-11 02:07:41,647 | INFO     | __main__                       | ====================================================================================================
2025-09-11 02:07:41,647 | INFO     | __main__                       | 🧠 GEMINI THINKING EXPERIMENT OVERVIEW
2025-09-11 02:07:41,647 | INFO     | __main__                       | 🎭 MOCK MODE - Testing workflow and metrics
2025-09-11 02:07:41,647 | INFO     | __main__                       | ====================================================================================================
2025-09-11 02:07:41,647 | INFO     | __main__                       | 📱 MODELS (2 total):
2025-09-11 02:07:41,647 | INFO     | __main__                       |   🏆 CHALLENGERS:
2025-09-11 02:07:41,648 | INFO     | __main__                       |     • Gemini 2.0 Flash-Lite (No Thinking) (Thinking: ⚡ OFF)
2025-09-11 02:07:41,648 | INFO     | __main__                       |   🛡️ DEFENDER: Gemini 2.0 Flash-Lite (No Thinking) (Thinking: ⚡ OFF)
2025-09-11 02:07:41,648 | INFO     | __main__                       | 🎮 GAMES (4):
2025-09-11 02:07:41,648 | INFO     | __main__                       |     • SALOP: 3 conditions
2025-09-11 02:07:41,648 | INFO     | __main__                       |     • GREEN_PORTER: 4 conditions
2025-09-11 02:07:41,648 | INFO     | __main__                       |     • SPULBER: 3 conditions
2025-09-11 02:07:41,648 | INFO     | __main__                       |     • ATHEY_BAGWELL: 4 conditions
2025-09-11 02:07:41,649 | INFO     | __main__                       | 📊 EXPERIMENT SUMMARY:
2025-09-11 02:07:41,649 | INFO     | __main__                       |     • Total configurations: 14
2025-09-11 02:07:41,649 | INFO     | __main__                       |     • Total competitions: 14
2025-09-11 02:07:41,649 | INFO     | __main__                       |     • Estimated simulations: 280
2025-09-11 02:07:41,649 | INFO     | __main__                       |     • Mock mode: Fast execution, no API costs
2025-09-11 02:07:41,649 | INFO     | __main__                       | ====================================================================================================
2025-09-11 02:07:41,649 | INFO     | __main__                       | 🚀 Starting mock experiments...
2025-09-11 02:07:41,649 | INFO     | games.base_game.salop          | Using entire file content from prompts/salop.md
2025-09-11 02:07:41,649 | INFO     | games.base_game.salop          | Using entire file content from prompts/salop.md
2025-09-11 02:07:41,650 | INFO     | games.base_game.spulber        | Using entire file content from prompts/spulber.md
2025-09-11 02:07:41,650 | INFO     | games.base_game.spulber        | Using entire file content from prompts/spulber.md
2025-09-11 02:07:41,650 | INFO     | games.base_game.green_porter   | Using entire file content from prompts/green_porter.md
2025-09-11 02:07:41,650 | INFO     | games.base_game.green_porter   | Using entire file content from prompts/green_porter.md
2025-09-11 02:07:41,651 | INFO     | games.base_game.athey_bagwell  | Using entire file content from prompts/athey_bagwell.md
2025-09-11 02:07:41,651 | INFO     | games.base_game.athey_bagwell  | Using entire file content from prompts/athey_bagwell.md
2025-09-11 02:07:41,651 | INFO     | competition                    | Competition initialized with 1 challengers
2025-09-11 02:07:41,651 | INFO     | competition                    | 🎭 MOCK MODE: Using simulated responses
2025-09-11 02:07:41,651 | INFO     | __main__                       | 🎮 Starting SALOP experiments...
